罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,木更津,清見台交番,122068,千葉県,木更津市,清見台南５丁目,2018-01-23,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,木更津,袖ヶ浦駅前交番,122297,千葉県,袖ケ浦市,蔵波,2018-09-05,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,木更津,長須賀交番,122068,千葉県,木更津市,清見台２丁目,2018-08-09,00,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,木更津,長須賀交番,122068,千葉県,木更津市,祇園,2018-01-29,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,木更津,長須賀交番,122068,千葉県,木更津市,永井作,2018-04-11,15,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,富津,新井交番,122262,千葉県,富津市,富津,2018-04-26,00,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,館山,吉浜駐在所,124630,千葉県,鋸南町,吉浜,2018-04-28,14,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鴨川,鴨川駅前交番,122238,千葉県,鴨川市,横渚,2018-02-01,01,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東４丁目,2018-01-26,07,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉西,検見川浜駅前交番,121029,千葉県,千葉市花見川区,花園４丁目,2018-05-02,00,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉西,新検見川駅前交番,121029,千葉県,千葉市花見川区,花園５丁目,2018-07-18,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉西,幕張交番,121029,千葉県,千葉市花見川区,幕張町２丁目,不明,不明,その他,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉西,幕張メッセ交番,121061,千葉県,千葉市美浜区,打瀬３丁目,2017-11-24,23,道路上,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,千葉西,幕張メッセ交番,121061,千葉県,千葉市美浜区,中瀬２丁目,2018-04-29,09,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉西,幕張メッセ交番,121061,千葉県,千葉市美浜区,ひび野２丁目,2018-01-14,18,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉西,幕張メッセ交番,121061,千葉県,千葉市美浜区,ひび野２丁目,2018-08-04,11,その他,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,千葉西,幕張本郷駅前交番,121029,千葉県,千葉市花見川区,幕張本郷７丁目,2018-07-20,16,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八千代,大和田駅前交番,122211,千葉県,八千代市,大和田,2018-04-26,18,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八千代,大和田駅前交番,122211,千葉県,八千代市,大和田,2018-07-01,00,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八千代,大和田駅前交番,122211,千葉県,八千代市,萱田町,2018-09-10,23,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１丁目,2018-09-16,10,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台南１丁目,2017-01-13,18,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台南１丁目,2018-01-26,12,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台南１丁目,2018-12-01,20,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,大和田新田,2018-09-24,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,,2018-08-30,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘２丁目,2018-08-13,12,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,萱田,2018-09-27,08,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八千代,村上駅前交番,122211,千葉県,八千代市,村上,2018-06-09,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八千代,村上駅前交番,122211,千葉県,八千代市,村上,2018-08-06,22,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八千代,村上駅前交番,122211,千葉県,八千代市,村上,2018-09-09,17,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,八千代,村上駅前交番,122211,千葉県,八千代市,村上南１丁目,2018-12-13,19,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,八千代,村上駅前交番,122211,千葉県,八千代市,勝田台北１丁目,2018-07-13,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,大穴交番,122041,千葉県,船橋市,古和釜町,2018-05-21,16,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,大穴交番,122041,千葉県,船橋市,南三咲１丁目,2018-05-18,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,芝山交番,122041,千葉県,船橋市,飯山満町２丁目,2018-02-08,07,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台１丁目,2018-06-21,15,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台１丁目,2018-06-21,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台３丁目,2018-01-16,13,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台５丁目,2018-10-13,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台６丁目,2018-08-07,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘１丁目,2018-09-16,15,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,習志野台交番,122041,千葉県,船橋市,習志野台２丁目,2018-08-13,18,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,習志野台交番,122041,千葉県,船橋市,習志野台２丁目,2018-08-29,22,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,習志野台交番,122041,千葉県,船橋市,習志野台２丁目,2018-10-15,14,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,二和交番,122041,千葉県,船橋市,咲が丘１丁目,2018-06-27,22,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,二和交番,122041,千葉県,船橋市,二和西２丁目,2018-03-15,11,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,二和交番,122041,千葉県,船橋市,南三咲１丁目,2018-04-01,不明,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,二和交番,122041,千葉県,船橋市,八木が谷４丁目,2018-03-23,21,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋東,前原交番,122041,千葉県,船橋市,前原西６丁目,2018-06-27,00,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋東,前原交番,122041,千葉県,船橋市,前原東１丁目,2018-01-30,01,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,三山交番,122041,千葉県,船橋市,習志野４丁目,2018-12-09,21,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋東,三山交番,122041,千葉県,船橋市,三山５丁目,2018-08-16,20,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,薬円台交番,122041,千葉県,船橋市,薬円台２丁目,2018-08-26,19,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,船橋東,薬円台交番,122041,千葉県,船橋市,薬円台２丁目,2018-09-08,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,船橋東,薬円台交番,122041,千葉県,船橋市,薬円台５丁目,2018-03-20,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,栄,2018-05-02,11,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,台田４丁目,2018-08-22,12,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,並木５丁目,2018-01-20,23,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,並木５丁目,2018-05-10,20,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町２丁目,2018-01-30,13,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町３丁目,2018-01-07,13,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町３丁目,2018-01-09,11,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台７丁目,2018-03-20,23,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金交番,122076,千葉県,松戸市,大金平５丁目,2018-08-18,23,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金交番,122076,千葉県,松戸市,大谷口,2018-04-27,21,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金交番,122076,千葉県,松戸市,中金杉１丁目,2018-05-12,20,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,栗ケ沢,2018-06-17,17,その他,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金きよしケ丘５丁目,2018-05-27,16,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原４丁目,2018-01-28,12,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,小金原８丁目,2018-03-02,10,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,小金原交番,122076,千葉県,松戸市,根木内,2018-05-26,14,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,常盤平交番,122076,千葉県,松戸市,常盤平２丁目,2018-01-05,16,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,松戸東,常盤平交番,122076,千葉県,松戸市,常盤平２丁目,2018-03-28,23,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,常盤平交番,122076,千葉県,松戸市,常盤平２丁目,2018-07-24,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,常盤平交番,122076,千葉県,松戸市,常盤平４丁目,2018-06-15,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,馬橋交番,122076,千葉県,松戸市,二ツ木,2017-04-05,18,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,松戸東,六実交番,122076,千葉県,松戸市,六実６丁目,2018-12-12,22,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,運河交番,122203,千葉県,流山市,大字東深井,2018-08-30,18,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,流山,流山中央交番,122203,千葉県,流山市,流山５丁目,2018-10-02,08,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,流山,初石交番,122203,千葉県,流山市,東初石４丁目,2018-11-07,19,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,流山,南流山駅前交番,122203,千葉県,流山市,,不明,不明,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,流山,流山おおたかの森駅前交番,122203,千葉県,流山市,野々下５丁目,2018-05-14,17,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,桜木交番,121045,千葉県,千葉市若葉区,桜木２丁目,不明,不明,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,千城台交番,121045,千葉県,千葉市若葉区,千城台北３丁目,2018-02-03,10,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,千城台交番,121045,千葉県,千葉市若葉区,千城台西３丁目,2018-07-30,22,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,千城台交番,121045,千葉県,千葉市若葉区,千城台東１丁目,2018-04-13,20,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,都賀交番,121045,千葉県,千葉市若葉区,都賀２丁目,2018-08-09,15,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,都賀交番,121045,千葉県,千葉市若葉区,桜木８丁目,2018-08-17,01,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,東寺山町,2018-03-21,21,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,東寺山町,2018-09-22,06,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,みつわ台交番,121045,千葉県,千葉市若葉区,東寺山町,2018-09-23,11,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉東,若松交番,121045,千葉県,千葉市若葉区,若松町,2018-01-17,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉東,若松交番,121045,千葉県,千葉市若葉区,若松町,2018-05-03,16,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,粟野交番,122246,千葉県,鎌ケ谷市,粟野,2018-09-24,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,粟野交番,122246,千葉県,鎌ケ谷市,東初富２丁目,2018-09-04,17,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鎌ケ谷,粟野交番,122246,千葉県,鎌ケ谷市,中佐津間１丁目,2018-09-24,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷大仏交番,122246,千葉県,鎌ケ谷市,鎌ケ谷１丁目,2018-12-14,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷大仏交番,122246,千葉県,鎌ケ谷市,鎌ケ谷２丁目,2018-05-17,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷大仏交番,122246,千葉県,鎌ケ谷市,鎌ケ谷８丁目,2018-08-21,23,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷大仏交番,122246,千葉県,鎌ケ谷市,東初富５丁目,2018-09-22,20,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷大仏交番,122246,千葉県,鎌ケ谷市,南鎌ケ谷２丁目,2018-09-15,16,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,くぬぎ山交番,122246,千葉県,鎌ケ谷市,初富,2018-05-24,21,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,くぬぎ山交番,122246,千葉県,鎌ケ谷市,くぬぎ山５丁目,2018-02-08,06,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鎌ケ谷,くぬぎ山交番,122246,千葉県,鎌ケ谷市,北中沢１丁目,2018-05-12,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,西道野辺,2018-06-23,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,西道野辺,2018-08-15,19,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,西道野辺,2018-08-17,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,東中沢１丁目,2017-05-14,02,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鎌ケ谷,鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,道野辺本町１丁目,2018-06-04,01,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,新鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,中央１丁目,2018-03-14,19,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,新鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,2018-02-14,19,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,新鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,2018-07-09,10,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鎌ケ谷,新鎌ヶ谷駅前交番,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,2018-08-17,17,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,轟町２丁目,2018-10-17,00,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,あやめ台,2018-08-30,18,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,柏台,2018-09-06,15,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,作新台交番,121029,千葉県,千葉市花見川区,作新台８丁目,2018-02-25,00,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,長沼交番,121029,千葉県,千葉市花見川区,犢橋町,2018-08-31,09,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,長沼交番,121029,千葉県,千葉市花見川区,千種町,2018-07-09,09,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,花見川交番,121029,千葉県,千葉市花見川区,花見川,2018-07-03,19,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,花見川交番,121029,千葉県,千葉市花見川区,花見川,2018-10-26,12,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,宮野木交番,121029,千葉県,千葉市花見川区,さつきが丘２丁目,2018-04-22,20,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,宮野木交番,121037,千葉県,千葉市稲毛区,宮野木町,2018-09-30,23,道路上,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-06-03,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-07-04,10,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-07-07,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-07-10,06,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-09-11,13,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-09-12,15,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2018-09-12,19,４階建て以上共同住宅,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,六方町,2018-08-20,17,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,行徳,今井橋交番,122033,千葉県,市川市,相之川１丁目,2018-05-29,18,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,今井橋交番,122033,千葉県,市川市,相之川２丁目,2018-08-28,11,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,行徳,今井橋交番,122033,千葉県,市川市,広尾１丁目,2018-12-23,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,香取交番,122033,千葉県,市川市,香取２丁目,2018-01-16,22,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,香取交番,122033,千葉県,市川市,香取２丁目,2018-08-06,05,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,行徳,香取交番,122033,千葉県,市川市,福栄３丁目,2018-02-15,20,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,行徳駅前交番,122033,千葉県,市川市,欠真間２丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,行徳駅前交番,122033,千葉県,市川市,行徳駅前４丁目,2018-01-15,15,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,行徳,行徳駅前交番,122033,千葉県,市川市,末広１丁目,不明,不明,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,南行徳駅前交番,122033,千葉県,市川市,相之川４丁目,2018-02-08,16,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,行徳,南行徳駅前交番,122033,千葉県,市川市,新井３丁目,2018-11-11,18,道路上,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,行徳,妙典駅前交番,122033,千葉県,市川市,下新宿,2018-10-05,23,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,旭交番,122289,千葉県,四街道市,南波佐間,2018-10-05,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,千代田交番,122289,千葉県,四街道市,栗山,2018-08-19,20,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,大日交番,122289,千葉県,四街道市,大日,2018-01-11,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,大日交番,122289,千葉県,四街道市,大日,2018-07-09,07,道路上,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,大日交番,122289,千葉県,四街道市,鹿放ケ丘,2018-07-08,14,その他,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,四街道,大日交番,122289,千葉県,四街道市,中央,2018-07-07,11,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,四街道,四街道駅前交番,122289,千葉県,四街道市,鹿渡,2017-12-26,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,四街道,四街道駅前交番,122289,千葉県,四街道市,下志津新田,2018-09-11,07,一戸建住宅,キーあり,なし,自動二輪（50cc超）
